task_id,trial_id,trial_number,source,difficulty,math_question,naive_human_strategy,domain_specific_LLM_strategy,reasoner_strategy_label,engineer_failure_label,critic_label,global_graph_pattern,validator_outcome,first_failure_stage,n_tool_calls,n_failed_compiles,perseverated,declared_success,final_proof_compiles,statement_preserved,axiom_clean,presentation_takeaway
easy_fatem_020,easy_fatem_020_t9,9,FATE-M,easy,"A field, viewed as a ring, has only two ideals: the zero ideal and the whole ring.","In a field, every ideal is bottom or top; use an inverse for any nonzero element.",Use Ideal and field inverse lemmas; do not weaken the ideal statement.,valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,8,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_041,easy_fatem_041_t0,0,FATE-M,easy,"Let g be the pair consisting of a in G and b in H. If a has order m and b has order n, then g has order equal to the least common multiple of m and n.",Relate the order of a product to the lcm of component orders.,Use orderOf/product lemmas and check required commutativity hypotheses.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,2,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_041,easy_fatem_041_t1,1,FATE-M,easy,"Let g be the pair consisting of a in G and b in H. If a has order m and b has order n, then g has order equal to the least common multiple of m and n.",Relate the order of a product to the lcm of component orders.,Use orderOf/product lemmas and check required commutativity hypotheses.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,2,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_041,easy_fatem_041_t2,2,FATE-M,easy,"Let g be the pair consisting of a in G and b in H. If a has order m and b has order n, then g has order equal to the least common multiple of m and n.",Relate the order of a product to the lcm of component orders.,Use orderOf/product lemmas and check required commutativity hypotheses.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,2,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_041,easy_fatem_041_t3,3,FATE-M,easy,"Let g be the pair consisting of a in G and b in H. If a has order m and b has order n, then g has order equal to the least common multiple of m and n.",Relate the order of a product to the lcm of component orders.,Use orderOf/product lemmas and check required commutativity hypotheses.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,3,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_041,easy_fatem_041_t4,4,FATE-M,easy,"Let g be the pair consisting of a in G and b in H. If a has order m and b has order n, then g has order equal to the least common multiple of m and n.",Relate the order of a product to the lcm of component orders.,Use orderOf/product lemmas and check required commutativity hypotheses.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,2,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_041,easy_fatem_041_t5,5,FATE-M,easy,"Let g be the pair consisting of a in G and b in H. If a has order m and b has order n, then g has order equal to the least common multiple of m and n.",Relate the order of a product to the lcm of component orders.,Use orderOf/product lemmas and check required commutativity hypotheses.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,2,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_041,easy_fatem_041_t6,6,FATE-M,easy,"Let g be the pair consisting of a in G and b in H. If a has order m and b has order n, then g has order equal to the least common multiple of m and n.",Relate the order of a product to the lcm of component orders.,Use orderOf/product lemmas and check required commutativity hypotheses.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,2,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_041,easy_fatem_041_t7,7,FATE-M,easy,"Let g be the pair consisting of a in G and b in H. If a has order m and b has order n, then g has order equal to the least common multiple of m and n.",Relate the order of a product to the lcm of component orders.,Use orderOf/product lemmas and check required commutativity hypotheses.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,2,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_041,easy_fatem_041_t8,8,FATE-M,easy,"Let g be the pair consisting of a in G and b in H. If a has order m and b has order n, then g has order equal to the least common multiple of m and n.",Relate the order of a product to the lcm of component orders.,Use orderOf/product lemmas and check required commutativity hypotheses.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,2,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_041,easy_fatem_041_t9,9,FATE-M,easy,"Let g be the pair consisting of a in G and b in H. If a has order m and b has order n, then g has order equal to the least common multiple of m and n.",Relate the order of a product to the lcm of component orders.,Use orderOf/product lemmas and check required commutativity hypotheses.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,3,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_109,easy_fatem_109_t0,0,FATE-M,easy,"Let R be an integral domain. If a is nonzero and a times b equals a times c, then b equals c.",Use no-zero-divisor cancellation to move from an equality of products to equality of factors.,Use cancellation lemmas for rings without zero divisors; avoid assuming a field.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,3,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_109,easy_fatem_109_t1,1,FATE-M,easy,"Let R be an integral domain. If a is nonzero and a times b equals a times c, then b equals c.",Use no-zero-divisor cancellation to move from an equality of products to equality of factors.,Use cancellation lemmas for rings without zero divisors; avoid assuming a field.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,4,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_109,easy_fatem_109_t2,2,FATE-M,easy,"Let R be an integral domain. If a is nonzero and a times b equals a times c, then b equals c.",Use no-zero-divisor cancellation to move from an equality of products to equality of factors.,Use cancellation lemmas for rings without zero divisors; avoid assuming a field.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,3,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_109,easy_fatem_109_t3,3,FATE-M,easy,"Let R be an integral domain. If a is nonzero and a times b equals a times c, then b equals c.",Use no-zero-divisor cancellation to move from an equality of products to equality of factors.,Use cancellation lemmas for rings without zero divisors; avoid assuming a field.,no_real_strategy,no_submission,critic_missing,tool_overuse,unsolved,reasoner,12,0,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_109,easy_fatem_109_t4,4,FATE-M,easy,"Let R be an integral domain. If a is nonzero and a times b equals a times c, then b equals c.",Use no-zero-divisor cancellation to move from an equality of products to equality of factors.,Use cancellation lemmas for rings without zero divisors; avoid assuming a field.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,3,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_109,easy_fatem_109_t5,5,FATE-M,easy,"Let R be an integral domain. If a is nonzero and a times b equals a times c, then b equals c.",Use no-zero-divisor cancellation to move from an equality of products to equality of factors.,Use cancellation lemmas for rings without zero divisors; avoid assuming a field.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,3,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_109,easy_fatem_109_t6,6,FATE-M,easy,"Let R be an integral domain. If a is nonzero and a times b equals a times c, then b equals c.",Use no-zero-divisor cancellation to move from an equality of products to equality of factors.,Use cancellation lemmas for rings without zero divisors; avoid assuming a field.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,4,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_109,easy_fatem_109_t7,7,FATE-M,easy,"Let R be an integral domain. If a is nonzero and a times b equals a times c, then b equals c.",Use no-zero-divisor cancellation to move from an equality of products to equality of factors.,Use cancellation lemmas for rings without zero divisors; avoid assuming a field.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,4,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_109,easy_fatem_109_t8,8,FATE-M,easy,"Let R be an integral domain. If a is nonzero and a times b equals a times c, then b equals c.",Use no-zero-divisor cancellation to move from an equality of products to equality of factors.,Use cancellation lemmas for rings without zero divisors; avoid assuming a field.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,9,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_109,easy_fatem_109_t9,9,FATE-M,easy,"Let R be an integral domain. If a is nonzero and a times b equals a times c, then b equals c.",Use no-zero-divisor cancellation to move from an equality of products to equality of factors.,Use cancellation lemmas for rings without zero divisors; avoid assuming a field.,no_real_strategy,no_submission,critic_missing,free_routing_failure,unsolved,reasoner,2,0,false,false,none,none,none,"O2 evidence: engineer label no_submission localizes a concrete Lean failure mode; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_111,easy_fatem_111_t0,0,FATE-M,easy,"Let R be a ring. If a squared is zero in R, then a times x plus x times a commutes with a.","Convert Commute to a multiplication equality, expand both sides, and rewrite a^2 to zero.","Use commute_iff_eq, mul_add/add_mul, mul_assoc, and simp/ring normalization with h.",valid_strategy,compile_loop,critic_missing,tool_overuse,validation_unknown,engineer,14,8,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_111,easy_fatem_111_t1,1,FATE-M,easy,"Let R be a ring. If a squared is zero in R, then a times x plus x times a commutes with a.","Convert Commute to a multiplication equality, expand both sides, and rewrite a^2 to zero.","Use commute_iff_eq, mul_add/add_mul, mul_assoc, and simp/ring normalization with h.",valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,9,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_111,easy_fatem_111_t2,2,FATE-M,easy,"Let R be a ring. If a squared is zero in R, then a times x plus x times a commutes with a.","Convert Commute to a multiplication equality, expand both sides, and rewrite a^2 to zero.","Use commute_iff_eq, mul_add/add_mul, mul_assoc, and simp/ring normalization with h.",valid_strategy,no_submission,critic_missing,perseveration,import_error,engineer,10,6,true,false,none,none,none,"O2 evidence: global behavior label perseveration explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_111,easy_fatem_111_t3,3,FATE-M,easy,"Let R be a ring. If a squared is zero in R, then a times x plus x times a commutes with a.","Convert Commute to a multiplication equality, expand both sides, and rewrite a^2 to zero.","Use commute_iff_eq, mul_add/add_mul, mul_assoc, and simp/ring normalization with h.",valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,10,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_111,easy_fatem_111_t4,4,FATE-M,easy,"Let R be a ring. If a squared is zero in R, then a times x plus x times a commutes with a.","Convert Commute to a multiplication equality, expand both sides, and rewrite a^2 to zero.","Use commute_iff_eq, mul_add/add_mul, mul_assoc, and simp/ring normalization with h.",valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,9,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_111,easy_fatem_111_t5,5,FATE-M,easy,"Let R be a ring. If a squared is zero in R, then a times x plus x times a commutes with a.","Convert Commute to a multiplication equality, expand both sides, and rewrite a^2 to zero.","Use commute_iff_eq, mul_add/add_mul, mul_assoc, and simp/ring normalization with h.",valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,11,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_111,easy_fatem_111_t6,6,FATE-M,easy,"Let R be a ring. If a squared is zero in R, then a times x plus x times a commutes with a.","Convert Commute to a multiplication equality, expand both sides, and rewrite a^2 to zero.","Use commute_iff_eq, mul_add/add_mul, mul_assoc, and simp/ring normalization with h.",valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,9,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_111,easy_fatem_111_t7,7,FATE-M,easy,"Let R be a ring. If a squared is zero in R, then a times x plus x times a commutes with a.","Convert Commute to a multiplication equality, expand both sides, and rewrite a^2 to zero.","Use commute_iff_eq, mul_add/add_mul, mul_assoc, and simp/ring normalization with h.",valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,10,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_111,easy_fatem_111_t8,8,FATE-M,easy,"Let R be a ring. If a squared is zero in R, then a times x plus x times a commutes with a.","Convert Commute to a multiplication equality, expand both sides, and rewrite a^2 to zero.","Use commute_iff_eq, mul_add/add_mul, mul_assoc, and simp/ring normalization with h.",valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,9,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_111,easy_fatem_111_t9,9,FATE-M,easy,"Let R be a ring. If a squared is zero in R, then a times x plus x times a commutes with a.","Convert Commute to a multiplication equality, expand both sides, and rewrite a^2 to zero.","Use commute_iff_eq, mul_add/add_mul, mul_assoc, and simp/ring normalization with h.",valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,11,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_115,easy_fatem_115_t0,0,FATE-M,easy,"Let R be a relation on a set A, and let the inverse relation contain the pairs whose reversed pairs belong to R. Then R is transitive if and only if its inverse relation is transitive.",Unpack transitivity for the inverse relation and apply the original transitivity in reversed order.,Use Transitive/IsTrans definitions directly; avoid searching for a nonexistent special inverse lemma.,valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,12,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_115,easy_fatem_115_t1,1,FATE-M,easy,"Let R be a relation on a set A, and let the inverse relation contain the pairs whose reversed pairs belong to R. Then R is transitive if and only if its inverse relation is transitive.",Unpack transitivity for the inverse relation and apply the original transitivity in reversed order.,Use Transitive/IsTrans definitions directly; avoid searching for a nonexistent special inverse lemma.,valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,10,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_115,easy_fatem_115_t2,2,FATE-M,easy,"Let R be a relation on a set A, and let the inverse relation contain the pairs whose reversed pairs belong to R. Then R is transitive if and only if its inverse relation is transitive.",Unpack transitivity for the inverse relation and apply the original transitivity in reversed order.,Use Transitive/IsTrans definitions directly; avoid searching for a nonexistent special inverse lemma.,valid_strategy,application_type_mismatch,critic_false_accept,critic_masking,trace_verified,engineer,11,5,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_115,easy_fatem_115_t3,3,FATE-M,easy,"Let R be a relation on a set A, and let the inverse relation contain the pairs whose reversed pairs belong to R. Then R is transitive if and only if its inverse relation is transitive.",Unpack transitivity for the inverse relation and apply the original transitivity in reversed order.,Use Transitive/IsTrans definitions directly; avoid searching for a nonexistent special inverse lemma.,valid_strategy,application_type_mismatch,critic_missing,tool_overuse,validation_unknown,engineer,14,3,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_115,easy_fatem_115_t4,4,FATE-M,easy,"Let R be a relation on a set A, and let the inverse relation contain the pairs whose reversed pairs belong to R. Then R is transitive if and only if its inverse relation is transitive.",Unpack transitivity for the inverse relation and apply the original transitivity in reversed order.,Use Transitive/IsTrans definitions directly; avoid searching for a nonexistent special inverse lemma.,valid_strategy,no_submission,critic_false_accept,critic_masking,trace_verified,engineer,5,0,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_115,easy_fatem_115_t5,5,FATE-M,easy,"Let R be a relation on a set A, and let the inverse relation contain the pairs whose reversed pairs belong to R. Then R is transitive if and only if its inverse relation is transitive.",Unpack transitivity for the inverse relation and apply the original transitivity in reversed order.,Use Transitive/IsTrans definitions directly; avoid searching for a nonexistent special inverse lemma.,valid_strategy,application_type_mismatch,critic_false_accept,critic_masking,trace_verified,engineer,10,4,false,true,none,none,none,"O1/O2 evidence: in-loop Lean check verified the submitted code; offline kernel recheck is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_115,easy_fatem_115_t6,6,FATE-M,easy,"Let R be a relation on a set A, and let the inverse relation contain the pairs whose reversed pairs belong to R. Then R is transitive if and only if its inverse relation is transitive.",Unpack transitivity for the inverse relation and apply the original transitivity in reversed order.,Use Transitive/IsTrans definitions directly; avoid searching for a nonexistent special inverse lemma.,valid_strategy,no_submission,critic_missing,tool_overuse,unsolved,engineer,10,6,false,false,none,none,none,"O2 evidence: global behavior label tool_overuse explains failure beyond final accuracy; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
easy_fatem_115,easy_fatem_115_t7,7,FATE-M,easy,"Let R be a relation on a set A, and let the inverse relation contain the pairs whose reversed pairs belong to R. Then R is transitive if and only if its inverse relation is transitive.",Unpack transitivity for the inverse relation and apply the original transitivity in reversed order.,Use Transitive/IsTrans definitions directly; avoid searching for a nonexistent special inverse lemma.,valid_strategy,no_submission,critic_missing,free_routing_failure,unsolved,engineer,4,1,false,false,none,none,none,"O2 evidence: engineer label no_submission localizes a concrete Lean failure mode; O3 is not claimed. Proposal grounding: README/NLP Lab O1 localization, O2 failure taxonomy, O3 early prediction. O3 is not claimed for this 100-trace slice. MD grounding: docs/LEAN_FAILURE_ANALYSIS_GUIDE.md and docs/REPO_LAYOUT_RULES.md. Kernel=off."
